ukprn,name,application_type,start_date,status,rating,inspection_date,company_number,address,turnover,net_profit,operating_profit,financial_year,company_status,incorporation_date,latest_accounts,persons_with_significant_control
10004596,NEWBURY COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10041773,OXFORD ENERGY ACADEMY LIMITED,Main provider,17/05/2017,,,,07767653,,,,,,active,2011-09-08,,"[{'name': 'Reed In Partnership Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Academy Court, 94, Chancery Lane, London, WC2A 1DT, England'}]"
10052607,PERFORMANCE LEARNING GROUP LTD,Main provider,13/03/2017,,,,09618299,,,,,,active,2015-06-02,,"[{'name': 'Andrew Richard Tait', 'date_of_birth': '10/1987', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': ""5 Ducketts Wharf, South Street, Bishop's Stortford, CM23 3AR, England""}, {'name': 'Andrea Dodd', 'date_of_birth': '1/1974', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': ""5 Ducketts Wharf, South Street, Bishop's Stortford, CM23 3AR, England""}, {'name': 'Barry Stephen Mcnamara', 'date_of_birth': '8/1980', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': ""5 Ducketts Wharf, South Street, Bishop's Stortford, CM23 3AR, England""}]"
10004577,NOTTINGHAM COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10007709,YORK COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10007553,WIRRAL METROPOLITAN COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10053869,LIGHTHOUSE (TRAINING AND DEVELOPMENT) LTD,Main provider,17/05/2017,,,,07855491,,,,,,active,2011-11-21,,"[{'name': 'Gillian Shimmon', 'date_of_birth': '8/1969', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Unit 10, Station Road, Woodbridge, IP12 1QT, England'}]"
10007784,UNIVERSITY COLLEGE LONDON T/A UCL,Main provider,19/07/2019,,,,,,,,,,,,,[]
10007859,WARWICKSHIRE COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10007459,WESTON COLLEGE OF FURTHER AND HIGHER EDUCATION T/A University Centre Weston,Main provider,13/03/2017,,,,,,,,,,,,,[]
10042241,THE IT SKILLS MANAGEMENT COMPANY LIMITED T/A Intequal,Main provider,07/04/2017,,,,,,,,,,,,,[]
10006398,SUFFOLK NEW COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10042505,SOMERSET SKILLS & LEARNING CIC T/A SS&L,Main provider,13/03/2017,,,,,,,,,,,,,[]
10022567,SIMIAN RISK MANAGEMENT LIMITED T/A Simian Skill,Main provider,13/03/2017,,,,,,,,,,,,,[]
10038391,SORA SERVICES LIMITED,Supporting provider,13/03/2017,,,,07264720,,,,,,active,2010-05-25,,"[{'name': 'Jane Waugh', 'date_of_birth': '10/1977', 'country_of_residence': 'England', 'nationality': 'British', 'address': '3, Merchant Court, Hebburn, NE31 2EX, England'}, {'name': 'Ian Tindle', 'date_of_birth': '2/1979', 'country_of_residence': 'England', 'nationality': 'British', 'address': '3, Merchant Court, Hebburn, NE31 2EX, England'}]"
10002244,SHEFFIELD CITY COUNCIL,Main provider,13/03/2017,,,,,,,,,,,,,[]
10005839,SIGTA LIMITED,Main provider,13/03/2017,,,,01180144,,,,,,active,1974-08-07,,"[{'name': 'Alison Jane Foxwell', 'date_of_birth': '12/1967', 'country_of_residence': 'England', 'nationality': 'British', 'address': '26, Abinger Road, Brighton, BN41 1RZ'}, {'name': 'Michael John Jones', 'date_of_birth': '6/1960', 'country_of_residence': 'England', 'nationality': 'British', 'address': '26, Abinger Road, Brighton, BN41 1RZ'}, {'name': 'Denise Mary Potter', 'date_of_birth': '9/1958', 'country_of_residence': 'England', 'nationality': 'English', 'address': '26, Abinger Road, Brighton, BN41 1RZ'}]"
10005032,SALFORD CITY COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10004180,MANCHESTER METROPOLITAN UNIVERSITY,Main provider,13/03/2017,,,,,,,,,,,,,[]
10063519,SHELDRAKE TRAINING LIMITED,Main provider,17/05/2017,,,,10070090,,,,,,active,2016-03-17,,"[{'name': 'The Royal Artillery Centre For Personal Development', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Royal Artillery Barracks, Larkhill, Salisbury, SP4 8QT, England'}]"
10040011,RM TRAINING (UK) LIMITED T/A RM Training (UK) Ltd,Main provider,13/03/2017,,,,,,,,,,,,,[]
10021793,PATHWAY FIRST LIMITED T/A Pathway Group,Main provider,13/03/2017,,,,,,,,,,,,,[]
10005509,ROCHDALE TRAINING ASSOCIATION LIMITED,Main provider,13/03/2017,,,,00897078,,,,,,active,1967-01-31,,[]
10004856,OLDHAM ENGINEERING GROUP TRAINING ASSOCIATION LIMITED (THE) T/A Oldham Training Centre (OTC),Main provider,13/03/2017,,,,,,,,,,,,,[]
10029195,RHG CONSULT LTD,Main provider,30/01/2018,,,,04776603,,,,,,active,2003-05-23,,"[{'name': 'Rhg Consult Trustee Ltd', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Harborough Innovation Centre, Airfield Business Park, Market Harborough, LE16 7WB, England'}]"
10036516,QUEST TRAINING SOUTH EAST LTD,Main provider,13/03/2017,,,,06194292,,,,,,active,2007-03-30,,"[{'name': 'David Wain', 'date_of_birth': '6/1959', 'country_of_residence': 'England', 'nationality': 'British', 'address': '8 Ormonde Court, Ormonde Road, Hythe, CT21 6DP, England'}, {'name': 'Elaine Wain', 'date_of_birth': '7/1957', 'country_of_residence': 'England', 'nationality': 'British', 'address': '10, Rowans Close, Dartford, DA3 7QU, England'}]"
10027438,QUALITRAIN LIMITED,Main provider,13/03/2017,,,,05445719,,,,,,active,2005-05-06,,"[{'name': 'Richard Bates', 'date_of_birth': '6/1965', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Genesis Centre, King Street, Alfreton, Derbyshire, King Street, Alfreton, DE55 7DQ, England'}, {'name': 'Annette Marie Bates', 'date_of_birth': '10/1968', 'country_of_residence': 'England', 'nationality': 'English', 'address': 'Genesis Centre, King Street, Alfreton, Derbyshire, King Street, Alfreton, DE55 7DQ, England'}]"
10004657,NORFOLK COUNTY COUNCIL T/A Adult Learning,Main provider,17/05/2017,,,,,,,,,,,,,[]
10036548,PARTNERSHIP TRAINING LIMITED,Main provider,13/03/2017,,,,07929013,,,,,,active,2012-01-30,,"[{'name': 'Prabsharn Kaur Saund', 'date_of_birth': '9/1978', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Pentland House, Village Way, Wilmslow, SK9 2GH'}, {'name': 'Christine Ann Cook', 'date_of_birth': '9/1966', 'country_of_residence': 'Isle Of Man', 'nationality': 'British', 'address': 'Pentland House, Village Way, Wilmslow, SK9 2GH'}]"
10032126,MYF TRAINING LIMITED T/A MYF Training,Main provider,13/03/2017,,,,,,,,,,,,,[]
10024833,NTG TRAINING LTD,Main provider,13/03/2017,,,,06701420,,,,,,active,2008-09-18,,"[{'name': 'Lee Morris', 'date_of_birth': '8/1977', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': 'Office 3  The Meadows, Church Road, Chester, CH4 9NG, England'}]"
10004748,NATIONAL HORSERACING COLLEGE LIMITED,Main provider,13/03/2017,,,,02266267,,,,,,active,1988-06-10,,[]
10005264,MILLBROOK MANAGEMENT SERVICES LIMITED T/A Prostart,Main provider,17/05/2017,,,,,,,,,,,,,[]
10003748,MARITIME + ENGINEERING COLLEGE NORTH WEST T/A The Engineering College,Main provider,13/03/2017,,,,,,,,,,,,,[]
10004499,NATIONAL BUSINESS COLLEGE LIMITED,Main provider,13/03/2017,,,,04509440,,,,,,active,2002-08-12,,"[{'name': 'Jennifer Margaret Stringer', 'date_of_birth': '8/1954', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Wellthorne House, Wellthorne Lane, Sheffield, S36 7GJ, England'}, {'name': 'Andrew Stringer', 'date_of_birth': '10/1948', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Wellthorne House, Wellthorne Lane, Sheffield, S36 7GJ, England'}]"
10045077,LEARNMORE NETWORK LIMITED T/A Learnmore Network,Main provider,13/03/2017,,,,,,,,,,,,,[]
10005077,INSPIRE EDUCATION GROUP T/A Peterborough College,Main provider,13/03/2017,,,,,,,,,,,,,[]
10027616,LINDEN MANAGEMENT (UK) LIMITED,Main provider,13/03/2017,,,,03097365,,,,,,active,1995-09-01,,"[{'name': 'Ryan Richard Bell', 'date_of_birth': '5/1980', 'country_of_residence': 'England', 'nationality': 'British', 'address': '1 Darwin Court, Sherwood Energy Village, New Ollerton, Newark, NG22 9FE, United Kingdom'}, {'name': 'Geoffrey Burn', 'date_of_birth': '7/1953', 'country_of_residence': 'England', 'nationality': 'British', 'address': '1 Darwin Court, Sherwood Energy Village, New Ollerton, Newark, NG22 9FE, United Kingdom'}]"
10002111,EAST DURHAM COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10004695,DN COLLEGES GROUP T/A North Lindsey College,Main provider,13/03/2017,,,,,,,,,,,,,[]
10003402,ENGINEERING TRUST TRAINING LIMITED,Main provider,13/03/2017,,,,02423523,,,,,,active,1989-09-18,,"[{'name': 'The Engineering Trust', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '11, Wedgwood Road, Bicester, OX26 4UL, England'}]"
10001149,CAPITA PLC T/A Knowledgepool,Main provider,13/03/2017,,,,,,,,,,,,,[]
10065767,DECODED LIMITED,Main provider,25/09/2019,,,,07556591,,,,,,active,2011-03-08,,[]
10000415,ASKHAM BRYAN COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10007321,WALTHAM FOREST COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10007500,WIGAN AND LEIGH COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10007063,TRURO AND PENWITH COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10003955,THE CITY OF LIVERPOOL COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10003614,UNIVERSITY OF WINCHESTER,Main provider,17/05/2017,,,,05969256,,,,,,active,2006-10-17,,[]
10006337,STOCKTON-ON-TEES BOROUGH COUNCIL,Main provider,13/03/2017,,,,,,,,,,,,,[]
10023526,SOUTH STAFFORDSHIRE COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10001259,CENTRAL TRAINING ACADEMY LIMITED T/A Central Training Academy,Main provider,13/03/2017,,,,,,,,,,,,,[]
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,Main provider,07/04/2017,,,,,,,,,,,,,[]
10025133,SOLVEWAY LIMITED,Main provider,13/03/2017,,,,04057751,,,,,,active,2000-08-22,,"[{'name': 'Jalna Jane Swain', 'date_of_birth': '8/1973', 'country_of_residence': 'England', 'nationality': 'Irish', 'address': 'Black Bull House, 353-355 Station Road, Preston, PR5 6EE, United Kingdom'}, {'name': 'Keith Swain', 'date_of_birth': '8/1971', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Black Bull House, 353-355 Station Road, Preston, PR5 6EE, United Kingdom'}]"
10064088,SMART GAS TRAINING & ASSESSMENT CENTRE LIMITED T/A Smart Gas Training and Assessment Centre,Main provider,10/12/2019,,,,,,,,,,,,,[]
10005927,SMART TRAINING AND RECRUITMENT LIMITED,Main provider,13/03/2017,,,,04735396,,,,,,active,2003-04-15,,"[{'name': 'Dean Peter Hopkinson', 'date_of_birth': '11/1969', 'country_of_residence': 'Spain', 'nationality': 'British', 'address': 'Suite 18, Mill Court Business Centre, Newport, PO30 2AA, England'}, {'name': 'Janet Mary Hopkinson', 'date_of_birth': '3/1961', 'country_of_residence': 'Spain', 'nationality': 'British', 'address': 'Suite 18, Mill Court Business Centre, Newport, PO30 2AA, England'}]"
10030249,SKILLS EDGE TRAINING LTD T/A Skills Edge Training,Main provider,13/03/2017,,,,,,,,,,,,,[]
10005891,SKILLNET LIMITED T/A Skillnet Ltd,Main provider,13/03/2017,,,,,,,,,,,,,[]
10061833,SKILLCERT LIMITED,Main provider,13/03/2017,,,,09889262,,,,,,active,2015-11-25,,"[{'name': 'Ryan Sylvester', 'date_of_birth': '7/1985', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': 'Hollybush Farm, Aston Hill, Stafford, ST18 9LJ, England'}, {'name': 'Victoria Anne Sylvester', 'date_of_birth': '2/1979', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': 'Hollybush Farm, Aston Hill, Stafford, ST18 9LJ, England'}]"
10024054,PHOENIX4TRAINING LLP T/A Phoenix4training,Main provider,17/05/2017,,,,,,,,,,,,,[]
10048801,SHOWCASE TRAINING LTD,Main provider,13/03/2017,,,,08926241,,,,,,active,2014-03-06,,"[{'name': 'Luke Francis Bailey', 'date_of_birth': '3/1976', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Unit 77, Merlin House, 4 Meteor Way, Fareham, PO13 9FU, United Kingdom'}]"
10061466,EQUALS TRAINING LIMITED,Main provider,03/03/2022,,,,,,,,,,,,,[]
10005752,SERCO LIMITED,Main provider,13/03/2017,,,,00242246,,,,,,active,1929-09-10,,"[{'name': 'Serco Holdings Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Serco House, 16 Bartley Wood Business Park, Hook, RG27 9UY, United Kingdom'}]"
10036794,SCCU LTD,Main provider,13/03/2017,,,,07150887,,,,,,active,2010-02-09,,"[{'name': 'Scott Henry Charles Riddell', 'date_of_birth': '9/1983', 'country_of_residence': 'England', 'nationality': 'British', 'address': '7 Orchard Court, Harry Weston Road, Coventry, CV3 2TQ, England'}]"
10005735,SEETEC BUSINESS TECHNOLOGY CENTRE LIMITED,Main provider,13/03/2017,,,,02291188,,,,,,active,1988-08-30,,"[{'name': 'Seetec Employee Ownership Trustee Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '75-77, Main Road, Hockley, SS5 4RG, England'}, {'name': 'Peter Albert Cooper', 'date_of_birth': '10/1953', 'country_of_residence': 'England', 'nationality': 'British', 'address': '75/77 Main Road, Essex, SS5 4RG'}]"
10033746,SBC TRAINING LIMITED,Main provider,13/03/2017,,,,07569187,,,,,,active,2011-03-18,,"[{'name': 'Colin Peter Thaw', 'date_of_birth': '8/1963', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': '19g, Vanguard Way, Shrewsbury, SY1 3TG, England'}, {'name': 'Clair Schafer', 'date_of_birth': '7/1948', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': '19g, Vanguard Way, Shrewsbury, SY1 3TG, England'}]"
10005200,PRESTON COLLEGE T/A Preston's College,Main provider,13/03/2017,,,,,,,,,,,,,[]
10005488,RIVERSIDE TRAINING LIMITED,Main provider,13/03/2017,,,,04066950,,,,,,active,2000-09-07,,"[{'name': 'Jane Margaret Preston', 'date_of_birth': '12/1967', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': '4-6 St Martins Street, Herefordshire, HR2 7RE'}]"
10005101,PILOT IMS LIMITED,Main provider,13/03/2017,,,,04200249,,,,,,active,2001-04-13,,"[{'name': 'Gg199 Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Unit 5, Steelpark Road, Halesowen, B62 8BF, England'}]"
10011880,P.T.P. TRAINING LIMITED T/A Performance Through People,Main provider,13/03/2017,,,,,,,,,,,,,[]
10008426,PGL TRAINING (PLUMBING) LIMITED,Main provider,13/03/2017,,,,05114567,,,,,,active,2004-04-28,,"[{'name': 'Pgl Training Holdings Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '1 Colleton Crescent, Exeter, EX2 4DG, United Kingdom'}]"
10005575,RUNSHAW COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10013515,NORTHERN CARE TRAINING LIMITED T/A Northern Care Training,Main provider,13/03/2017,,,,,,,,,,,,,[]
10004718,NORTH WARWICKSHIRE AND SOUTH LEICESTERSHIRE COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10043661,OPTIMUM SKILLS LIMITED,Main provider,13/03/2017,,,,08733481,,,,,,active,2013-10-15,,"[{'name': 'Steven Kirsopp', 'date_of_birth': '4/1978', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': 'Unit 23, Parsons Court,, Welbury Way, Newton Aycliffe, DL5 6ZE, England'}, {'name': 'Diane Susan Shekespeare', 'date_of_birth': '10/1971', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Unit 23, Parsons Court,, Welbury Way, Newton Aycliffe, DL5 6ZE, England'}]"
10004607,NEWHAM COLLEGE OF FURTHER EDUCATION,Main provider,13/03/2017,,,,,,,,,,,,,[]
10004576,NEW COLLEGE DURHAM,Main provider,13/03/2017,,,,,,,,,,,,,[]
10004552,NELSON AND COLNE COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10057010,LONDON DESIGN AND ENGINEERING UTC,Main provider,17/05/2017,,,,,,,,,,,,,[]
10003872,LEICESTERSHIRE COUNTY COUNCIL,Main provider,13/03/2017,,,,,,,,,,,,,[]
10029337,HARPER CRAVEN ASSOCIATES LIMITED,Main provider,30/01/2018,,,,,,,,,,,,,[]
10003430,ITEC NORTH EAST LIMITED,Main provider,17/05/2017,,,,02045777,,,,,,active,1986-08-12,,[]
10030099,HALLS OF IVY BEAUTY ACADEMY LIMITED,Main provider,25/09/2019,,,,07225664,,,,,,active,2010-04-16,,"[{'name': 'Heather Martin', 'date_of_birth': '2/1986', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': '191, South Street, Romford, RM1 1QA'}]"
10002078,E-TRAINING LIMITED,Main provider,17/05/2017,,,,04439071,,,,,,active,2002-05-15,,"[{'name': 'Twin Training International Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '12, Lambarde Square, London, SE10 9GB, England'}]"
10001115,CAMBRIDGE PROFESSIONAL ACADEMY LIMITED T/A Professional Academy,Main provider,13/03/2017,,,,,,,,,,,,,[]
10085310,BRAILLARD TRAINING LIMITED T/A Tungsten Training Centre,Main provider,18/09/2020,,,,,,,,,,,,,[]
10061407,CORNDEL LIMITED,Main provider,17/05/2017,,,,10369857,,,,,,active,2016-09-11,,"[{'name': 'Enterprise Training 3 Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '17, Grosvenor Street, London, W1K 4QG, England'}]"
10000020,5 E LTD.,Main provider,13/03/2017,,,,03648024,,,,,,active,1998-10-12,,"[{'name': 'Rajesh Devidas Doshi', 'date_of_birth': '9/1952', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Selby Centre, Selby Road, London, N17 8JL'}]"
10062493,LONDON UNDERGROUND LIMITED T/A LU Skills Development,Employer provider,02/02/2022,,,,,,,,,,,,,[]
10005143,BOURNEMOUTH CHRISTCHURCH AND POOLE COUNCIL T/A Skills & Learning Adult Community Education,Main provider,13/03/2017,,,,,,,,,,,,,[]
10004601,NEWCASTLE UPON TYNE CITY COUNCIL,Main provider,13/03/2017,,,,,,,,,,,,,[]
10027272,STAFF SELECT LTD T/A Nova Training,Main provider,13/03/2017,,,,,,,,,,,,,[]
10033758,IXION HOLDINGS (CONTRACTS) LIMITED,Main provider,13/03/2017,,,,06886337,,,,,,active,2009-04-23,,"[{'name': 'The Shaw Trust Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Shaw Trust House, 19 Elmfield Road, Bromley, BR1 1LT, England'}]"
10003728,L.I.T.S. LIMITED,Main provider,13/03/2017,,,,04455799,,,,,,active,2002-06-06,,"[{'name': 'William George Orr', 'date_of_birth': '6/1952', 'country_of_residence': 'England', 'nationality': 'British', 'address': '43, Highfield Road, Chislehurst, BR7 6QY, England'}]"
10003146,HOPWOOD HALL COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10028269,ABBEYDALE VETLINK VETERINARY TRAINING LIMITED,Main provider,17/05/2017,,,,04800986,,,,,,active,2003-06-17,,"[{'name': 'Kirsty Gwynne', 'date_of_birth': '3/1977', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Braeriach, Hope Mansell, Ross-On-Wye, HR9 5TL, England'}, {'name': 'Samantha Frances Morgan-Hourd', 'date_of_birth': '8/1979', 'country_of_residence': 'Wales', 'nationality': 'British', 'address': 'The Cottage, Coldbrook Fawr Farm, Barry, CF63 1BL, Wales'}]"
10007696,YEOVIL COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10002841,HADDON TRAINING LIMITED,Main provider,13/03/2017,,,,04773490,,,,,,active,2003-05-21,,"[{'name': 'Educ8 Training Group Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'London House, 1-3 Penallta Road, Hengoed, CF82 7AP, Wales'}]"
10000975,BUCKINGHAMSHIRE NEW UNIVERSITY,Main provider,13/03/2017,,,,,,,,,,,,,[]
10007315,WALSALL COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10063978,BYGROVE PRIMARY SCHOOL T/A LETTA,Main provider,09/10/2019,,,,,,,,,,,,,[]
10023489,ACORN TRAINING LTD,Main provider,13/03/2017,,,,06517343,,,,,,active,2008-02-28,,"[{'name': 'Acorn Futures Ltd', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '8, Piccadilly Arcade, Stoke-On-Trent, ST1 1DL, England'}, {'name': 'Gareth Fallows', 'date_of_birth': '2/1980', 'country_of_residence': 'England', 'nationality': 'British', 'address': '8, Piccadilly Arcade, Stoke-On-Trent, ST1 1DL, England'}]"
10032119,SOUTH WEST ASSOCIATION OF TRAINING PROVIDERS LIMITED,Main provider,13/03/2017,,,,,,,,,,,,,[]
10029426,ABM TRAINING (UK) LTD T/A ABM Training,Main provider,13/03/2017,,,,,,,,,,,,,[]
10005977,SOUTH DEVON COLLEGE T/A University Centre South Devon,Main provider,13/03/2017,,,,,,,,,,,,,[]
10009063,BUILDING CRAFTS COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10080810,HARTPURY COLLEGE OF FURTHER EDUCATION T/A Hartpury College of Further Education,Main provider,12/10/2018,,,,,,,,,,,,,[]
10006426,SURREY COUNTY COUNCIL,Main provider,13/03/2017,,,,,,,,,,,,,[]
10004340,MID-KENT COLLEGE T/A MidKent College,Main provider,13/03/2017,,,,,,,,,,,,,[]
10003406,ISLE OF WIGHT COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10003023,"HEREFORDSHIRE, LUDLOW, AND NORTH SHROPSHIRE COLLEGE",Main provider,13/03/2017,,,,,,,,,,,,,[]
10002852,HALESOWEN COLLEGE,Main provider,17/05/2017,,,,,,,,,,,,,[]
10002094,"EALING, HAMMERSMITH & WEST LONDON COLLEGE T/A West London College",Main provider,13/03/2017,,,,,,,,,,,,,[]
10001934,DERWENTSIDE COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10024292,CENTRAL BEDFORDSHIRE COUNCIL T/A Bedfordshire Employment and Skills Service,Main provider,13/03/2017,,,,,,,,,,,,,[]
10004344,MIDDLESBROUGH COLLEGE T/A Northern Skills Group,Main provider,13/03/2017,,,,,,,,,,,,,[]
10001743,CRAVEN COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10001005,BURY COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10004927,ACTIVATE LEARNING,Main provider,13/03/2017,,,,,,,,,,,,,[]
10010548,SPRINGFIELDS FUELS LIMITED,Main provider,13/03/2017,,,,03857770,,,,,,active,1999-10-07,,"[{'name': 'Westinghouse Electric Uk Holdings Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Springfields, Salwick, Preston, PR4 0XJ, England'}]"
10003162,HTP APPRENTICESHIP COLLEGE LTD,Main provider,13/03/2017,,,,03949579,,,,,,active,2000-03-16,,"[{'name': 'Rachael Ann Randall', 'date_of_birth': '12/1966', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'The Old Grammar School, 118-119 St. James Street, Newport, PO30 5HE, England'}]"
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,Main provider,13/03/2017,,,,,,,,,,,,,[]
10001353,CHELMSFORD COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10007427,WEST NOTTINGHAMSHIRE COLLEGE T/A Vision West Nottinghamshire College,Main provider,13/03/2017,,,,,,,,,,,,,[]
10037909,CHOICE TRAINING LTD.,Main provider,13/03/2017,,,,08108602,,,,,,active,2012-06-18,,"[{'name': 'Robert Harry Maw', 'date_of_birth': '9/1951', 'country_of_residence': 'England', 'nationality': 'British', 'address': '29 Gildredge Road, Eastbourne, BN21 4RU, United Kingdom'}, {'name': 'Robert Tye', 'date_of_birth': '4/1981', 'country_of_residence': 'England', 'nationality': 'British', 'address': '29 Gildredge Road, Eastbourne, BN21 4RU, United Kingdom'}]"
10022358,PROFOUND SERVICES LIMITED,Main provider,13/03/2017,,,,,,,,,,,,,[]
10021391,PROFESSIONAL TRAINING SOLUTIONS LIMITED,Main provider,17/05/2017,,,,,,,,,,,,,[]
10007320,WALTHAM FOREST CHAMBER OF COMMERCE TRAINING TRUST LIMITED T/A WFCCTT,Main provider,13/03/2017,,,,,,,,,,,,,[]
10049392,SWARM APPRENTICESHIPS C.I.C,Main provider,30/01/2018,,,,,,,,,,,,,[]
10064348,THE HAIR EDUCATION CENTRE LTD T/A The Hair Education centre,Supporting provider,30/07/2019,,,,,,,,,,,,,[]
10004375,MILTON KEYNES COLLEGE,Main provider,13/03/2017,,,,,,,,,,,,,[]
10002806,TQ EDUCATION AND TRAINING LIMITED,Main provider,13/03/2017,,,,00604934,,,,,,active,1958-05-21,,"[{'name': 'Tq Group Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '80, Strand, London, WC2R 0RL, England'}]"
10003753,LAKES COLLEGE WEST CUMBRIA,Main provider,13/03/2017,,,,,,,,,,,,,[]
10044666,SALUTEM LIMITED,Main provider,21/08/2019,,,,08516745,,,,,,active,2013-05-03,,"[{'name': 'Gemma Mary Kemp', 'date_of_birth': '8/1967', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Catherine Street, Aston, Birmingham, B6 5RS'}, {'name': 'Malcolm Alexander Mcdermott', 'date_of_birth': '11/1962', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Catherine Street, Aston, Birmingham, B6 5RS'}, {'name': 'Marie Annette Mcdermott', 'date_of_birth': '3/1963', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Catherine Street, Aston, Birmingham, B6 5RS'}]"
10028938,PROFILE DEVELOPMENT AND TRAINING LIMITED,Main provider,13/03/2017,,,,07055945,,,,,,active,2009-10-24,,"[{'name': 'Kerry Catherine Gibbons', 'date_of_birth': '5/1970', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': 'Levicks 3 Lloyd Road, Broadstairs, CT10 1HY, United Kingdom'}, {'name': 'Andrea Victoria Webb', 'date_of_birth': '4/1967', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': 'Levicks 3 Lloyd Rd, Broadstairs, CT10 1HY, United Kingdom'}]"
10025384,EEF LIMITED T/A Make UK,Main provider,13/03/2017,,,,,,,,,,,,,[]
10002131,EAST SUSSEX COUNTY COUNCIL,Main provider,13/03/2017,,,,,,,,,,,,,[]
10001848,DARLINGTON BOROUGH COUNCIL,Main provider,13/03/2017,,,,,,,,,,,,,[]
